"id","itemfile_nbr","manufacturer_id","row_creator_id","created_at","updated_at","itemfile_nbr_first_1","itemfile_nbr_first_2","itemfile_1prod_2manuf","itemfile_1prod_3manuf","itemfile_mfg_code","itemfile_nbr_2_and_3","itemfile_2prod_2manuf","itemfile_2prod_3manuf","itemfile_model_nbr_4_18","itemfile_mfg_model_nbr","itemfile_model_nbr_5_18","itemfile_model_nbr_6_18","itemfile_desc_1","itemfile_desc_1_and_2","itemfile_desc_2","itemfile_days_out_of_stock","itemfile_nbr_pieces","itemfile_reg_price","itemfile_sale_price","itemfile_spiff","itemfile_wholesale_tax_percent","itemfile_average_cost","itemfile_last_cost","itemfile_commission_code","itemfile_furn_style","itemfile_special_fee_item","itemfile_gl_main_acct_1","itemfile_gl_sub_acct_1","itemfile_gl_main_acct_2","itemfile_gl_sub_acct_2","itemfile_gl_main_acct_3","itemfile_gl_sub_acct_3","itemfile_gl_main_acct_4","itemfile_gl_sub_acct_4","itemfile_gl_main_acct_5","itemfile_gl_sub_acct_5","itemfile_gl_main_acct_6","itemfile_gl_sub_acct_6","itemfile_gl_main_acct_7","itemfile_gl_sub_acct_7","itemfile_use_store_as_pc_indr","itemfile_serialized_indr","itemfile_cost_method_indr","vendor_id","ht_etl_schema","itemfile_percent_of_price","itemfile_qty_on_hand","itemfile_sell_service_pol_indr","itemfile_taxable_indr","itemfile_movie_type_indr","itemfile_rtr_pricing_type","itemfile_rto_spiff","itemfile_rtr_monthly_price","itemfile_normal_terms_monthly","itemfile_monthly_rto_price","itemfile_normal_terms_weekly","itemfile_weekly_rto_price","itemfile_discontinued_indr","itemfile_first_received_date","itemfile_first_received_year","itemfile_first_received_month","itemfile_first_received_day","itemfile_furniture_indr","itemfile_qty_on_order","itemfile_date_due_in","itemfile_last_changed_date","itemfile_book_value_nbr_months","itemfile_inv_cube_size","itemfile_inv_unit_weight","itemfile_upc_code","itemfile_min_accept_price","itemfile_mgrs_override_price","itemfile_list_price","itemfile_no_discount_sale_item","itemfile_rate_code","itemfile_freight_override_amt","itemfile_glacct_rentinv_main","itemfile_glacct_rentinv_sub","itemfile_glacct_pfydepadj_main","itemfile_glacct_pfydepadj_sub","itemfile_glacct_accumdep_main","itemfile_glacct_accumdep_sub","itemfile_recv_inv_status"
"35","ACHISAP1319HRG1","46",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CH","CHI","CHI","CH","HI","HIS","ISAP1319HRG1","SAP1319HRG1","SAP1319HRG1","AP1319HRG1","AIR CONDITIONER","AIR CONDITIONER             12,000 BTU HEAT/COOL","12,000 BTU HEAT/COOL","0","1","1142.990","0.000","0.00","0.00","494.100","494.100","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","189","public","0.00","1","","Y","","N","0.00","0.00","24","2279.76","104","2286.96","N",,"0","0","0","N","0","2019-10-04","2019-10-04","24","0","0","","699.99","649.99","0.00","","21104","0.00","1100","0","5000","0","1200","0","N"
"36","ACKEM77125","59",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CK","CKE","CKE","CK","KE","KEM","EM77125","M77125","M77125","77125","AIR CONDITIONER","AIR CONDITIONER             12000 BTU","12000 BTU","0","0","973.990","0.000","0.00","0.00","464.100","464.100","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1943.82","78","1949.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","2478","0.00","1100","0","5000","0","1200","0","N"
"37","ACLGELW2516ER","68",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CL","CLG","CLG","CL","LG","LGE","GELW2516ER","ELW2516ER","ELW2516ER","LW2516ER","AIR CONDITIONER","AIR CONDITIONER             25,000 BTU","25,000 BTU","0","1","1168.990","0.000","0.00","0.00","599.990","599.990","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","17","public","0.00","1","","Y","","N","0.00","0.00","18","2321.82","78","2339.22","N",,"0","0","0","N","0","2018-10-14","2018-10-05","24","0","0","","849.99","789.99","0.00","","2978","0.00","1100","0","5000","0","1200","0","N"
"38","ACTCLTWC10CRUHES","106",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CT","CTC","CTC","CT","TC","TCL","CLTWC10CRUHES","LTWC10CRUHES","LTWC10CRUHES","TWC10CRUHES","AIR CONDITIONER","AIR CONDITIONER             10000 BTU","10000 BTU","0","1","323.990","0.000","0.00","0.00","189.100","189.100","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","97","public","0.00","4","","Y","","N","0.00","0.00","6","647.94","26","649.74","N",,"0","0","0","N","0","2018-07-19","2018-07-10","24","0","0","","269.99","259.99","0.00","","2426","0.00","1100","0","5000","0","1200","0","N"
"39","ACTCLTWC12CRUHES","106",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CT","CTC","CTC","CT","TC","TCL","CLTWC12CRUHES","LTWC12CRUHES","LTWC12CRUHES","TWC12CRUHES","AIR CONDITIONER","AIR CONDITIONER             12000 BTU","12000 BTU","0","1","362.990","0.000","0.00","0.00","213.280","189.100","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","97","public","0.00","15","","Y","","N","0.00","0.00","6","725.94","26","727.74","N",,"0","0","0","N","0","2018-07-19","2018-07-10","24","0","0","","269.99","259.99","0.00","","2726","0.00","1100","0","5000","0","1200","0","N"
"40","ACWPLMWK10CRN1BJ8","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AC","CW","CWP","CWP","CW","WP","WPL","PLMWK10CRN1BJ8","LMWK10CRN1BJ8","LMWK10CRN1BJ8","MWK10CRN1BJ8","AIR CONDITIONER","AIR CONDITIONER             10000 BTU","10000 BTU","0","0","323.990","0.000","0.00","0.00","214.940","214.940","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","6","647.94","26","649.74","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","2426","0.00","1100","0","5000","0","1200","0","N"
"41","ADAMADRE400","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MADRE400","ADRE400","ADRE400","DRE400","DRYER","DRYER                       6.5' 11 CYCLE 3 TEMP","6.5' 11 CYCLE 3 TEMP","0","0","388.990","0.000","0.00","0.00","72.300","72.300","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","773.82","78","779.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","0978","0.00","1100","0","5000","0","1200","0","N"
"42","ADAMADRE600","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MADRE600","ADRE600","ADRE600","DRE600","CABRIO DRYER","CABRIO DRYER                7.0 ACCUDRY WRINKLESHIELD","7.0 ACCUDRY WRINKLESHIELD","0","0","1558.990","0.000","0.00","0.00","231.480","231.480","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","29104","0.00","1100","0","5000","0","1200","0","N"
"43","ADAMANEC3120FW","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MANEC3120FW","ANEC3120FW","ANEC3120FW","NEC3120FW","COMPACT DRYER","COMPACT DRYER               3.4'  3 CYCLE 2 TEMP","3.4'  3 CYCLE 2 TEMP","0","0","986.990","0.000","0.00","0.00","528.094","535.350","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","8","N","Y","N","N","0.00","0.00","24","1967.76","104","1974.96","N",,"0","0","0","N","1","2018-08-24","2018-06-24","0","0","0","","0.00","0.00","0.00","N","18104","0.00","1100","0","5000","0","1200","0","N"
"44","ADAMANED4600YQ","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MANED4600YQ","ANED4600YQ","ANED4600YQ","NED4600YQ","DRYER","DRYER                       6.5' 11 CYCLE 3 TEMP","6.5' 11 CYCLE 3 TEMP","0","0","505.990","0.000","0.00","0.00","248.310","248.310","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","N",,"0","0","0","N","0",,"2018-02-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"45","ADAMANED4600YQ1","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MANED4600YQ1","ANED4600YQ1","ANED4600YQ1","NED4600YQ1","DRYER","DRYER                       6.5' 11 CYCLE 3 TEMP","6.5' 11 CYCLE 3 TEMP","0","0","0.000","0.000","0.00","0.00","260.730","260.730","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","0","0.00","0","0.00","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1614","0.00","1100","0","5000","0","1200","0","N"
"46","ADAMANED4655EW","5",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DA","DAM","DAM","DA","AM","AMA","MANED4655EW","ANED4655EW","ANED4655EW","NED4655EW","DRYER","DRYER                       6.5' 11 CYCLE 3 TEMP","6.5' 11 CYCLE 3 TEMP","0","0","583.990","0.000","0.00","0.00","265.461","265.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","303","N","Y","N","N","0.00","0.00","18","1151.82","78","1169.22","N",,"0","0","0","N","13","2020-03-21","2019-05-21","0","0","0","","0.00","0.00","0.00","N","1478","0.00","1100","0","5000","0","1200","0","N"
"47","ADFRGFFRE4120SW","36",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DF","DFR","DFR","DF","FR","FRG","RGFFRE4120SW","GFFRE4120SW","GFFRE4120SW","FFRE4120SW","DRYER","DRYER                       6.5' 11 CYCLE 3 TEMP","6.5' 11 CYCLE 3 TEMP","0","1","778.990","0.000","0.00","0.00","416.000","416.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","225","public","0.00","1","","Y","","N","0.00","0.00","24","1535.76","104","1558.96","N",,"0","0","0","N","0","2019-02-28","2019-02-16","24","0","0","","589.99","549.99","0.00","","14104","0.00","1100","0","5000","0","1200","0","N"
"48","ADGEEDSKP333EWWH","37",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DG","DGE","DGE","DG","GE","GEE","EEDSKP333EWWH","EDSKP333EWWH","EDSKP333EWWH","DSKP333EWWH","COMPACT DRYER","COMPACT DRYER               3.4'  3 CYCLE 2 TEMP","3.4'  3 CYCLE 2 TEMP","0","0","466.990","0.000","0.00","0.00","288.070","288.070","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","135","public","0.00","0","N","Y","N","N","0.00","0.00","18","917.82","78","935.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1178","0.00","1100","0","5000","0","1200","0","N"
"49","ADGEEGEE680PAIR","37",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DG","DGE","DGE","DG","GE","GEE","EEGEE680PAIR","EGEE680PAIR","EGEE680PAIR","GEE680PAIR","WASHER - DRYER PAIR","WASHER - DRYER PAIR","","0","0","1558.990","0.000","0.00","0.00","819.180","819.180","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","135","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","29104","0.00","1100","0","5000","0","1200","0","N"
"50","ADGEEGTD33EASK","37",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DG","DGE","DGE","DG","GE","GEE","EEGTD33EASK","EGTD33EASK","EGTD33EASK","GTD33EASK","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","1","908.990","0.000","0.00","0.00","359.000","359.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","135","public","0.00","2","","Y","","N","0.00","0.00","21","1805.79","91","1819.09","N",,"0","0","0","N","0","2019-04-07","2019-03-30","24","0","0","","509.99","479.99","0.00","","1991","0.00","1100","0","5000","0","1200","0","N"
"51","ADMAYMED5800TWO","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMED5800TWO","YMED5800TWO","YMED5800TWO","MED5800TWO","DRYER","DRYER                       7.0' AUTO DRY REV DOOR","7.0' AUTO DRY REV DOOR","0","0","505.990","0.000","0.00","0.00","200.000","200.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"52","ADMAYMEDB835DC","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMEDB835DC","YMEDB835DC","YMEDB835DC","MEDB835DC","CABRIO DRYER","CABRIO DRYER","","0","1","1038.990","0.000","0.00","0.00","525.000","525.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","1","","Y","","N","0.00","0.00","24","2063.76","104","2078.96","N",,"0","0","0","N","0","2018-01-19","2018-01-09","24","0","0","","749.99","689.99","0.00","","19104","0.00","1100","0","5000","0","1200","0","N"
"53","ADMAYMEDB835DW","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMEDB835DW","YMEDB835DW","YMEDB835DW","MEDB835DW","CABRIO DRYER","CABRIO DRYER                8.8' STEAMDRYSANITIZECYCLE","8.8' STEAMDRYSANITIZECYCLE","0","1","1038.990","0.000","0.00","0.00","525.000","525.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","1","","Y","","N","0.00","0.00","24","2063.76","104","2078.96","N",,"0","0","0","N","0","2018-09-30","2018-09-20","24","0","0","","749.99","689.99","0.00","","19104","0.00","1100","0","5000","0","1200","0","N"
"54","ADMAYMEDC200XW","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMEDC200XW","YMEDC200XW","YMEDC200XW","MEDC200XW","DRYER","DRYER                       7.0' AUTO DRY REV DOOR","7.0' AUTO DRY REV DOOR","0","0","505.990","0.000","0.00","0.00","255.640","255.640","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"55","ADMAYMEDC215EW","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMEDC215EW","YMEDC215EW","YMEDC215EW","MEDC215EW","DRYER","DRYER                       7.0' AUTO DRY REV DOOR","7.0' AUTO DRY REV DOOR","0","0","882.990","0.000","0.00","0.00","270.450","266.700","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","7","N","Y","N","N","0.00","0.00","24","1751.76","104","1766.96","N",,"0","0","0","N","0","2018-07-04","2017-11-07","0","0","0","","0.00","0.00","0.00","N","16104","0.00","1100","0","5000","0","1200","0","N"
"56","ADMAYMEDC465HW","70",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DM","DMA","DMA","DM","MA","MAY","AYMEDC465HW","YMEDC465HW","YMEDC465HW","MEDC465HW","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","882.990","0.000","0.00","0.00","372.056","370.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","9","N","Y","N","N","0.00","0.00","24","1751.76","104","1766.96","N",,"0","0","0","N","1","2020-01-20","2020-01-06","36","0","0","","0.00","0.00","0.00","N","16104","0.00","1100","0","5000","0","1200","0","N"
"57","ADSAMDFE600","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDFE600","MDFE600","MDFE600","DFE600","CABRIO DRYER","CABRIO DRYER","","0","0","1038.990","0.000","0.00","0.00","185.120","185.120","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2063.76","104","2078.96","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","19104","0.00","1100","0","5000","0","1200","0","N"
"58","ADSAMDRE600","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDRE600","MDRE600","MDRE600","DRE600","CABRIO DRYER","CABRIO DRYER","","0","0","1038.990","0.000","0.00","0.00","333.660","333.660","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2063.76","104","2078.96","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","19104","0.00","1100","0","5000","0","1200","0","N"
"59","ADSAMDV42H5000EW","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDV42H5000EW","MDV42H5000EW","MDV42H5000EW","DV42H5000EW","FRONT LOAD DRYER","FRONT LOAD DRYER            4.5 FRT LOAD 8 CYC 4 OPT/C","4.5 FRT LOAD 8 CYC 4 OPT/C","0","0","674.990","0.000","0.00","0.00","505.050","505.050","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","1343.76","104","1350.96","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","12104","0.00","1100","0","5000","0","1200","0","N"
"60","ADSAMDVE50R5400V","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDVE50R5400V","MDVE50R5400V","MDVE50R5400V","DVE50R5400V","DRYER","DRYER                       7.4' 12 CYCLE ECO, STEAM","7.4' 12 CYCLE ECO, STEAM","0","1","1142.990","0.000","0.00","0.00","621.800","621.800","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","72","public","0.00","2","","Y","","N","0.00","0.00","24","2279.76","104","2286.96","N",,"0","0","0","N","0","2019-06-17","2019-06-03","24","0","0","","879.99","819.99","0.00","","21104","0.00","1100","0","5000","0","1200","0","N"
"61","ADSAMDVE52M7750V","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDVE52M7750V","MDVE52M7750V","MDVE52M7750V","DVE52M7750V","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","1","1194.990","0.000","0.00","0.00","578.200","578.200","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","16","public","0.00","1","","Y","","N","0.00","0.00","24","2375.76","104","2390.96","N",,"0","0","0","N","0","2019-03-19","2019-03-05","24","0","0","","819.99","759.99","0.00","","22104","0.00","1100","0","5000","0","1200","0","N"
"62","ADSAMDVE52M8650V","96",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DS","DSA","DSA","DS","SA","SAM","AMDVE52M8650V","MDVE52M8650V","MDVE52M8650V","DVE52M8650V","DRYER","DRYER                       7.4' 12 CYCLE ECO, STEAM","7.4' 12 CYCLE ECO, STEAM","0","1","1142.990","0.000","0.00","0.00","644.800","644.800","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","72","public","0.00","1","","Y","","N","0.00","0.00","24","2279.76","104","2286.96","N",,"0","0","0","N","0","2019-06-17","2019-06-03","24","0","0","","909.99","849.99","0.00","","21104","0.00","1100","0","5000","0","1200","0","N"
"63","ADWPLLDR3822PQ","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLLDR3822PQ","LLDR3822PQ","LLDR3822PQ","LDR3822PQ","COMPACT DRYER","COMPACT DRYER               3.4'  3 CYCLE 2 TEMP","3.4'  3 CYCLE 2 TEMP","0","0","739.990","0.000","0.00","0.00","415.000","319.200","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","2","N","Y","N","N","0.00","0.00","18","1475.82","78","1481.22","N",,"0","0","0","N","0","2020-01-18","2019-11-26","0","0","0","","0.00","0.00","0.00","N","1878","0.00","1100","0","5000","0","1200","0","N"
"64","ADWPLM32379419","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLM32379419","LM32379419","LM32379419","M32379419","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","505.990","0.000","0.00","0.00","384.000","384.000","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"65","ADWPLNED46","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLNED46","LNED46","LNED46","NED46","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","505.990","0.000","0.00","0.00","243.200","243.200","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"66","ADWPLWED4616FW","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLWED4616FW","LWED4616FW","LWED4616FW","WED4616FW","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","505.990","0.000","0.00","0.00","266.700","266.700","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","N",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"67","ADWPLWED4800BQ","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLWED4800BQ","LWED4800BQ","LWED4800BQ","WED4800BQ","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","505.990","0.000","0.00","0.00","266.700","266.700","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","Y","1","341","public","0.00","1","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","N",,"0","0","0","N","0","2018-07-25",,"0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
"68","ADWPLWED4800XQ","116",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","A","AD","DW","DWP","DWP","DW","WP","WPL","PLWED4800XQ","LWED4800XQ","LWED4800XQ","WED4800XQ","DRYER","DRYER                       7.0' 13 CYCLE 4 TEMP","7.0' 13 CYCLE 4 TEMP","0","0","505.990","0.000","0.00","0.00","262.500","262.500","1","","N","4105","0","1100","0","0","0","4000","0","0","0","5000","0","0","0","Y","T","1","341","public","0.00","0","N","Y","N","N","0.00","0.00","18","1007.82","78","1013.22","Y",,"0","0","0","N","0",,"2017-11-07","0","0","0","","0.00","0.00","0.00","N","1278","0.00","1100","0","5000","0","1200","0","N"
